39_MM_Retinal_dataset/CFP/figure02-09A.jpg,Disease of congenital anomalies,"鍋囨€ц涔冲ご鐐庛€傛偅鑰呭弻鐪艰涔冲ご灏忋€佽壊娉界孩娑︺€佽鐩樻嫢鎸わ紝鏃犺鏉?""Pseudo optic papillitis. The patient has small", reddish-colored optic papillae in both eyes, crowded optic discs," and no visual cups""",,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-09B.jpg,Disease of congenital anomalies,"鍋囨€ц涔冲ご鐐庛€傛偅鑰呭弻鐪艰涔冲ご灏忋€佽壊娉界孩娑︺€佽鐩樻嫢鎸わ紝鏃犺鏉?""Pseudo optic papillitis. The patient has small", reddish-colored optic papillae in both eyes, crowded optic discs," and no visual cups""",,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-10A.jpg,Disease of congenital anomalies,鍏堝ぉ鎬уぇ瑙嗘澂锛堝弻鐪硷級,Congenital large optic cups (both eyes),,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-10B.jpg,Disease of congenital anomalies,鍏堝ぉ鎬уぇ瑙嗘澂锛堝弻鐪硷級,Congenital large optic cups (both eyes),,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-11A.jpg,Disease of congenital anomalies,鍏堝ぉ鎬ц鐩樼己鎹熴€傚彲瑙佽涔冲ご涓嬫柟宸╄啘绠″唴褰㈡垚涓€鏄庢樉鐨勫嚬闄?缂烘崯),Congenital Optic Disc Defect. A distinct depression (defect) is seen to form in the scleral canal below the optic papilla,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-12.jpg,Disease of congenital anomalies,鍏堝ぉ鎬фí瑙嗙洏锛堝彸鐪硷級銆傚彲瑙佽涔冲ご鍛堥潪甯告槑鏄剧殑妯き鍦嗗舰,Congenital transverse optic disk (right eye). The optic papilla can be seen in a very distinct transverse oval shape,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-13.jpg,Disease of congenital anomalies,鐗电墰鑺辩患鍚堝緛銆傚彲瑙佽鐩樺強鍏跺懆鍥寸殑宸╄啘涓€璧峰悜鍚庡嚬闄凤紝浠庡嚬闄峰簳閮ㄥ皻鍙湅瑙佽鐩樼殑褰㈡€佸ぇ鑷存甯革紙杩欐槸涓庤涔冲ご缂烘崯鐨勬牴鏈壌鍒偣锛夛紝鍑归櫡鍐呮湁鑳惰川缁勭粐澧炵敓,"Petunia syndrome. The optic disc and its surrounding sclera are seen to be concave backward together, and from the bottom of the concavity the disc can still be seen to be roughly normal in shape (which is the fundamental point of differentiation from optic papillary defects), with glial tissue proliferation within the concavity",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-14A.jpg,Disease of congenital anomalies,鐗电墰鑺辩患鍚堝緛鐨勭溂搴曞僵鍍?宸︾溂),Fundus color image of petunia syndrome (left eye),,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-15A.jpg,Disease of congenital anomalies,鍙岀溂瀹舵棌鎬х幓鐠冭啘鐤ｇ溂搴曞僵鍍忋€傚彲瑙佸悗鏋侀儴澶ч噺榛勭櫧鑹茬偣鐘剁梾鐏?Fundus color image of familial vitreous warts in both eyes. A large number of yellowish-white punctate lesions in the posterior pole are seen,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-15B.jpg,Disease of congenital anomalies,鍙岀溂瀹舵棌鎬х幓鐠冭啘鐤ｇ溂搴曞僵鍍忋€傚彲瑙佸悗鏋侀儴澶ч噺榛勭櫧鑹茬偣鐘剁梾鐏?Fundus color image of familial vitreous warts in both eyes. A large number of yellowish-white punctate lesions in the posterior pole are seen,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-16.jpg,Disease of congenital anomalies,鍏堝ぉ鎬ц缃戣啘鑹茬礌涓婄毊鑲ュ帤銆傚彲瑙佽缃戣啘鑹茬礌涓婄毊鑲ュ帤澧炵敓锛屽垎甯冨憟澧ㄦ笉鏍凤紝杈圭晫娓呮櫚,"Congenital retinal pigment epithelial hypertrophy. Hypertrophic hyperplasia of the retinal pigment epithelium can be seen, with an ink-stain-like distribution and well-defined borders",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-17.jpg,Disease of congenital anomalies,鍏堝ぉ鎬ц缃戣啘鑹茬礌涓婄毊鑲ュ帤銆傚绔嬫€?Congenital hypertrophy of the retinal pigment epithelium. Isolated,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-18.jpg,Disease of congenital anomalies,鍏堝ぉ鎬ц缃戣啘鑹茬礌涓婄毊鑲ュ帤銆傚绔嬫€с€傝竟鐣屾竻鏅帮紝浣嗚竟缂樹笉瑙勬暣锛屽叾鍐呰壊绱犱笉鍧?Congenital hypertrophy of the retinal pigment epithelium. Isolated. Well-defined but with irregular margins and uneven pigmentation within them,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-19A.jpg,Disease of congenital anomalies,鍙崇溂鍏堝ぉ鎬ц缃戣啘鑹茬礌涓婄毊鑲ュ帤鐪煎簳褰┿€傚绔嬫€э紝杈圭晫娓呮櫚,"Congenital retinal pigment epithelial hypertrophy fundus color in the right eye. Isolated, well defined",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-20.jpg,Disease of congenital anomalies,瑙嗙綉鑶滄湁楂撶缁忕氦缁淬€傚瘑闆嗗垎甯冧簬瑙嗙綉鑶滀钩澶村懆鍥?The retina has myelinated nerve fibers. Densely distributed around the retinal papilla,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-21.jpg,Disease of congenital anomalies,瑙嗙綉鑶滄湁楂撶缁忕氦缁淬€傚彲瑙佽缃戣啘骞挎硾鏈夐珦绁炵粡绾ょ淮锛屽叾鎺掑垪涓庣缁忕氦缁磋蛋琛屽畬鍏ㄤ竴鑷达紝涓嶈秺杩囨按骞崇嚎,"Retina with myelinated nerve fibers. Extensively myelinated nerve fibers are seen in the retina, which are arranged in perfect alignment with the nerve fiber alignment and do not cross the horizontal line",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-22A.jpg,Disease of congenital anomalies,宸︾溂瑙嗙綉鑶滄湁楂撶缁忕氦缁寸溂搴曞僵鍍忔部瑙嗕钩澶村懆鍥村憟缇芥瘺鐘舵帓鍒?Myelinated nerve fibers in the retina of the left eye in funduscopic color along the periphery of the optic papilla in a feathery arrangement,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-23.jpg,Disease of congenital anomalies,瑙嗙綉鑶滄湁楂撶缁忕氦缁淬€傝缃戣啘棰炰笅闈欒剦鍛ㄥ洿鍙鏀惧皠鐘舵帓鍒楃殑瑙嗙綉鑶滄湁楂撶缁忕氦缁?Retinal myelinated nerve fibers. Radially arranged retinal myelinated nerve fibers are seen around the retinal inferotemporal vein,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-24.jpg,Disease of congenital anomalies,瑙嗙綉鑶滄湁楂撶缁忕氦缁淬€傚彲瑙佽缃戣啘棰炰笂鏂硅绠″紦闄勮繎缇芥瘺鐘舵湁楂撶缁忕氦缁?Retina with myelinated nerve fibers. Visible retinal feathered myelinated nerve fibers near the superior temporal vascular arch of the retina,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-26A.jpg,Disease of congenital anomalies,"鍙岀溂瀹舵棌鎬ф笚鍑烘€х幓鐠冧綋瑙嗙綉鑶滅梾鍙樼溂搴曞僵鍍忋€傚悗鏋侀儴鐪煎簳鏈寮傚父锛屽浘涓墍瑙佷负鐫瘺鎵€鑷翠吉褰?""Fundus color image of familial exudative vitreoretinopathy in both eyes. The posterior pole of the fundus shows no abnormality"," and the image shows artifacts due to eyelashes""",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-26B.jpg,Disease of congenital anomalies,"鍙岀溂瀹舵棌鎬ф笚鍑烘€х幓鐠冧綋瑙嗙綉鑶滅梾鍙樼溂搴曞僵鍍忋€傚悗鏋侀儴鐪煎簳鏈寮傚父锛屽浘涓墍瑙佷负鐫瘺鎵€鑷翠吉褰?""Fundus color image of familial exudative vitreoretinopathy in both eyes. The posterior pole of the fundus shows no abnormality"," and the image shows artifacts due to eyelashes""",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-27.jpg,Disease of congenital anomalies,姘稿瓨鍘熷鐜荤拑浣撳姩鑴夊鐢熺棁銆傝鍘熷鐜荤拑浣撳鐢燂紝鑷涔冲ご浼稿悜鐜荤拑浣撹厰,"Perpetual primitive vitreous arteriolar hyperplasia. See Primitive vitreous hyperplasia, extending from the optic papilla into the vitreous cavity",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-28.jpg,Disease of congenital anomalies,宸︾溂姘稿瓨鍘熷鐜荤拑浣撳鐢熺棁鐪煎簳褰╁儚銆傝鍘熷鐜荤拑浣撳姩鑴夊鐢燂紝鑷涔冲ご浼稿悜鐜荤拑浣撹厰,Fundus color image of permanent primitive vitreous hyperplasia in the left eye. Primitive vitreous artery hyperplasia is seen extending from the optic papilla into the vitreous cavity,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-29A.jpg,Disease of congenital anomalies,宸︾溂姘稿瓨鍘熷鐜荤拑浣撳鐢熺棁鐪煎簳褰╁儚銆傝瑙嗙洏鍓嶇粍缁囧鐢燂紝瑙嗙洏鍊炬枩,Fundus color image of permanent primitive vitreous hyperplasia in the left eye. Pre-optic disc tissue hyperplasia is seen and the optic disc is tilted,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-30A.jpg,Disease of congenital anomalies,"鍙崇溂鐧藉寲鐥呯溂搴曞僵鍍忋€傚彲瑙佹暣涓溂搴曠敱浜庤壊绱犵己涔忓憟鐜拌娑茬殑绾㈣壊鍙嶅厜锛岃剦缁滆啘琛€绠℃竻鏅板彲瑙?""Color image of the fundus of the right eye with albinism. The entire fundus can be seen as a red reflection of blood due to the lack of pigmentation"," and the choroidal vessels are clearly visible""",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-30B.jpg,Disease of congenital anomalies,宸︾溂鐧藉寲鐥呯溂搴曞僵鍍忋€備笌鍥?-30A涓哄悓涓€鎮ｈ€咃紝鐪煎簳琛ㄧ幇绫讳技,Color image of the fundus of the left eye with albinism. Same patient as Figure 2-30A with similar fundus presentation,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-32A.jpg,Disease of congenital anomalies,鍙岀溂鍏堝ぉ鎬ц缃戣啘榛勬枒鍔堣鐪煎簳褰╁儚鎮ｈ€呯敺鎬э紝21宀侊紝瑙嗗姏鍙?.15锛屽乏0.12銆傚僵鑹茬溂搴曞儚鍙鍙岀溂榛勬枒鍖哄憟铚傜獫鏍峰瑙?Fundus color image of bilateral congenital retinal macular schwannoma in a 21-year-old male with visual acuity of 0.15 on the right and 0.12 on the left. color fundus images showed a foveal appearance of the macular area in both eyes.,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-32B.jpg,Disease of congenital anomalies,鍙岀溂鍏堝ぉ鎬ц缃戣啘榛勬枒鍔堣鐪煎簳褰╁儚鎮ｈ€呯敺鎬э紝21宀侊紝瑙嗗姏鍙?.15锛屽乏0.12銆傚僵鑹茬溂搴曞儚鍙鍙岀溂榛勬枒鍖哄憟铚傜獫鏍峰瑙?Fundus color image of bilateral congenital retinal macular schwannoma in a 21-year-old male with visual acuity of 0.15 on the right and 0.12 on the left. color fundus images showed a foveal appearance of the macular area in both eyes.,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-33A.jpg,Disease of congenital anomalies,鐫姸瑙嗙綉鑶滃姩鑴夈€傚僵鑹茬溂搴曞儚涓嬩笉鏄撳垎杈ㄦ槸鍚﹀瓨鍦ㄧ潾鐘惰缃戣啘鍔ㄨ剦,Ciliary retinal arteries. The presence of ciliary retinal arteries is not easily distinguished on color fundus images,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-34A.jpg,Disease of congenital anomalies,瑙嗙綉鑶滆绠¤蛋琛屽紓甯稿悎骞堕粍鏂戝紓浣嶃€傚彲瑙佸弻鐪艰缃戣啘琛€绠″悜棰炰晶鐗垫媺锛屽け鍘绘甯哥殑琛€绠″紦鐨勭粨鏋勶紝榛勬枒鍚戦渚х壍鎷夌Щ浣嶏紝璺濊鐩樼害5DD锛岃鐩樹篃鐗垫媺鍚戦渚у€炬枩銆傝渚嬫偅鑰呰冻鏈堥『浜э紝鏃犲惛姘у彶锛屽懆杈圭溂搴曟湭瑙佸紓甯革紝,"Abnormal retinal vascular alignment combined with macular ectasia. The retinal vessels in both eyes were seen to be pulled toward the temporal side, losing the normal structure of the vascular arch, and the macula was pulled toward the temporal side and displaced about 5 DD from the optic disc, which was also pulled toward the temporal side. The patient had a full-term normal delivery, no history of oxygen intake, and no abnormalities in the peripheral fundus.",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-34B.jpg,Disease of congenital anomalies,瑙嗙綉鑶滆绠¤蛋琛屽紓甯稿悎骞堕粍鏂戝紓浣嶃€傚彲瑙佸弻鐪艰缃戣啘琛€绠″悜棰炰晶鐗垫媺锛屽け鍘绘甯哥殑琛€绠″紦鐨勭粨鏋勶紝榛勬枒鍚戦渚х壍鎷夌Щ浣嶏紝璺濊鐩樼害5DD锛岃鐩樹篃鐗垫媺鍚戦渚у€炬枩銆傝渚嬫偅鑰呰冻鏈堥『浜э紝鏃犲惛姘у彶锛屽懆杈圭溂搴曟湭瑙佸紓甯革紝,"Abnormal retinal vascular alignment combined with macular ectasia. The retinal vessels in both eyes were seen to be pulled toward the temporal side, losing the normal structure of the vascular arch, and the macula was pulled toward the temporal side and displaced about 5 DD from the optic disc, which was also pulled toward the temporal side. The patient had a full-term normal delivery, no history of oxygen intake, and no abnormalities in the peripheral fundus.",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-35A.jpg,Disease of congenital anomalies,鍏堝ぉ鎬ц缃戣啘琛€绠¤總鏇茬溂搴曞僵鍍忋€傚彲瑙佸弻鐪艰缃戣啘鍔ㄨ剦鏄庢樉鎵洸锛岃蛋琛屽紓甯?Fundus color image of congenital retinal vascular tortuosity. The retinal arteries in both eyes are seen to be markedly distorted and have an abnormal course,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-35B.jpg,Disease of congenital anomalies,鍏堝ぉ鎬ц缃戣啘琛€绠¤總鏇茬溂搴曞僵鍍忋€傚彲瑙佸弻鐪艰缃戣啘鍔ㄨ剦鏄庢樉鎵洸锛岃蛋琛屽紓甯?Fundus color image of congenital retinal vascular tortuosity. The retinal arteries in both eyes are seen to be markedly distorted and have an abnormal course,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-36A.jpg,Disease of congenital anomalies,宸︾溂鑴夌粶鑶滅棓鐪煎簳褰╁儚銆傚僵鑹插儚涓嬫樉绀虹梾鍙樹綅浜庢繁灞傘€佽竟鐣屼笉娓咃紝鍦ㄦ棤璧ゅ厜鐪煎簳鍍忎腑涓嶈兘鏄剧ず,"Fundus color image of choroidal hemorrhoid in the left eye. The color image shows the lesion to be deep and ill-defined, and does not show up in the fundus image without stark light",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-37A.jpg,Disease of congenital anomalies,鍙崇溂鑴夌粶鑶滅棧鐪煎簳褰╁儚銆傚彲瑙佷笂鏂硅绠″紦闄勮繎娣卞眰鐥呯伓,Fundus color image of a choroidal nevus in the right eye. A deep lesion near the upper vascular arch is visible,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-38A.jpg,Disease of congenital anomalies,"鍏堝ぉ鎬ц剦缁滆啘缂烘崯銆傚彲瑙佷笅鏂硅剦缁滆啘缂烘崯绱強瑙嗕钩澶达紝缂烘崯鍖烘濂借秺杩囬粍鏂戜笅鏂广€傚彸鍥炬樉绀哄叾缂烘崯鍖哄唴鑴夌粶鑶滃畬鍏ㄧ己澶憋紝闇插嚭鐡风櫧鑹插珐鑶滐紝涓斿嚬鍑镐笉骞?""Congenital choroidal defect. The lower choroidal defect is seen to involve the optic papilla", with the defect area crossing just below the macula. The image on the right shows the complete absence of the choroid within the defect area," revealing a porcelain-white sclera that is bumpy and uneven""",,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-38B.jpg,Disease of congenital anomalies,"鍏堝ぉ鎬ц剦缁滆啘缂烘崯銆傚彲瑙佷笅鏂硅剦缁滆啘缂烘崯绱強瑙嗕钩澶达紝缂烘崯鍖烘濂借秺杩囬粍鏂戜笅鏂广€傚彸鍥炬樉绀哄叾缂烘崯鍖哄唴鑴夌粶鑶滃畬鍏ㄧ己澶憋紝闇插嚭鐡风櫧鑹插珐鑶滐紝涓斿嚬鍑镐笉骞?""Congenital choroidal defect. The lower choroidal defect is seen to involve the optic papilla", with the defect area crossing just below the macula. The image on the right shows the complete absence of the choroid within the defect area," revealing a porcelain-white sclera that is bumpy and uneven""",,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-39.jpg,Disease of congenital anomalies,鍏堝ぉ鎬ц剦缁滆啘缂烘崯銆傜己鎹熶綅浜庝笅鏂癸紝瑙嗕钩澶村拰榛勬枒鍧囨湭鍙楃疮,Congenital choroidal defect. The defect is located inferiorly and neither the optic papilla nor the macula is involved,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-40.jpg,Disease of congenital anomalies,鍏堝ぉ鎬ц剦缁滆啘缂烘崯锛岀疮鍙婅鐩樺拰榛勬枒,Congenital choroidal defect involving the optic disk and macula,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-41A.jpg,Disease of congenital anomalies,鍙岀溂鍏堝ぉ鎬ч粍鏂戠己鎹熺溂搴曞僵鍍忋€傚彲瑙侀粍鏂戝尯缂烘崯锛岃８闇插嚭涓嬫柟鐨勫珐鑶滐紝鍛ㄥ洿鑹茬礌绱婁贡,"Fundus color image of congenital macular defect in both eyes. The macular area is seen to be defective, exposing the underlying sclera, and the surrounding pigmentation is disturbed",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-41B.jpg,Disease of congenital anomalies,鍙岀溂鍏堝ぉ鎬ч粍鏂戠己鎹熺溂搴曞僵鍍忋€傚彲瑙侀粍鏂戝尯缂烘崯锛岃８闇插嚭涓嬫柟鐨勫珐鑶滐紝鍛ㄥ洿鑹茬礌绱婁贡,"Fundus color image of congenital macular defect in both eyes. The macular area is seen to be defective, exposing the underlying sclera, and the surrounding pigmentation is disturbed",,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure02-42.jpg,Disease of congenital anomalies,鍙崇溂鍏堝ぉ鎬ч粍鏂戝ぇ缂烘崯鐪煎簳褰╁儚,Fundus color image of congenital macular macrodefect in the right eye,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure03-01A.jpg,Chorio-retinal degeneration and dystrophy,鍙岀溂瑙嗙綉鑶滆壊绱犲彉鎬х溂搴曞僵鍍忥紝鍙鍚庢瀬閮ㄨ绠″紦闄勮繎澶ч噺楠ㄧ粏鑳炴牱鑹茬礌娌夌潃锛岄粍鏂戝尯鑴辫壊绱犳敼鍙?Funduscopic color image of retinitis pigmentosa in both eyes showing massive osteoblast-like pigmentation near the posterior pole vascular arch and depigmented macular changes,,,,,,,,,,,,,,,,,,
39_MM_Retinal_dataset/CFP/figure03-01B.jpg,Chorio-retinal degeneration and dystrophy,鍙岀溂瑙嗙綉鑶滆壊绱犲彉鎬х溂搴曞僵鍍忥紝鍙鍚庢瀬閮ㄨ绠″紦闄勮繎澶ч噺楠ㄧ粏鑳炴牱鑹茬礌娌夌潃锛岄粍鏂戝尯鑴辫壊绱犳敼鍙?Funduscopic color image of retinitis pigmentosa in both eyes showing massive osteoblast-like pigmentation near the posterior pole vascular arch and depigmented macular changes,,,,,,,,,,,,,,,,,,
