Image_ID,Label,cn_caption,en_caption,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure02-26H.jpg,Disease of congenital anomalies,"宸︾溂FFA銆両CG196鍒?0鍍忥紝鍙棰炰晶鍛ㄨ竟姣涚粏琛€绠℃墿寮犮€佹壄鏇插彉褰紝鑴夌粶鑶滆绠℃湭瑙佸紓甯革紝涓庡浘2-26E銆丗涓哄悓涓€鎮ｈ€?""In the left eye", FFA and ICG 196 minute 10 image, temporal peripheral capillary dilatation and twisted deformation were seen, and no abnormality of choroidal vessels was seen," which was the same patient as Figure 2-26E and F""",,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure02-26I.jpg,Disease of congenital anomalies,"宸︾溂FFA銆両CG19鍒?4绉?0鍍忥紝鍙棰炰晶鍛ㄨ竟姣涚粏琛€绠℃墿寮犮€佹壄鏇插彉褰紝鑴夌粶鑶滆绠℃湭瑙佸紓甯革紝涓庡浘2-26G銆丠涓哄悓涓€鎮ｈ€?""In the left eye", FFA, ICG 19:44:20 image, temporal peripheral capillary dilatation, twisting and distortion are seen, and no abnormality of the choroidal vessels are seen," which is the same patient as in Figures 2-26G and H""",,,,,,,,,
39_MM_Retinal_dataset/FFA/figure02-26J.jpg,Disease of congenital anomalies,"宸︾溂FFA銆両CG19鍒?4绉?0鍍忥紝鍙棰炰晶鍛ㄨ竟姣涚粏琛€绠℃墿寮犮€佹壄鏇插彉褰紝鑴夌粶鑶滆绠℃湭瑙佸紓甯革紝涓庡浘2-26G銆丠涓哄悓涓€鎮ｈ€?""In the left eye", FFA, ICG 19:44:20 image, temporal peripheral capillary dilatation, twisting and distortion are seen, and no abnormality of the choroidal vessels are seen," which is the same patient as in Figures 2-26G and H""",,,,,,,,,
39_MM_Retinal_dataset/FFA/figure02-36B.jpg,Disease of congenital anomalies,宸︾溂鑴夌粶鑶滅棓鏃犺丹鍏夌溂搴曞儚銆傚僵鑹插儚涓嬫樉绀虹梾鍙樹綅浜庢繁灞傘€佽竟鐣屼笉娓咃紝鍦ㄦ棤璧ゅ厜鐪煎簳鍍忎腑涓嶈兘鏄剧ず,"Choroidal hemorrhoids in the left eye without a ruddy fundus image. The color image shows a deep, ill-defined lesion that is not visible on the anamnesis fundus image.",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-02C.jpg,Chorio-retinal degeneration and dystrophy,"鐪煎簳鑷彂鑽у厜鍥惧儚锛屼笌鍥?-2A銆丅涓哄悓涓€鎮ｈ€呫€傚彲瑙佽绠″紦闄勮繎鑷彂鑽у厜鏄捐憲鍑忓急锛岄粍鏂戠殑寮辫嚜鍙戣崸鍏夊尯缁曚竴寮鸿嚜鍙戣崸鍏夊厜鏅?""Fundus autofluorescence image of the same patient as Fig. 3-2A and B. Significantly diminished autofluorescence near the vascular arch can be seen"," and the weakly autofluorescent area of the macula surrounds a halo of strong autofluorescence""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-02D.jpg,Chorio-retinal degeneration and dystrophy,"鐪煎簳鑷彂鑽у厜鍥惧儚锛屼笌鍥?-2A銆丅涓哄悓涓€鎮ｈ€呫€傚彲瑙佽绠″紦闄勮繎鑷彂鑽у厜鏄捐憲鍑忓急锛岄粍鏂戠殑寮辫嚜鍙戣崸鍏夊尯缁曚竴寮鸿嚜鍙戣崸鍏夊厜鏅?""Fundus autofluorescence image of the same patient as Fig. 3-2A and B. Significantly diminished autofluorescence near the vascular arch can be seen"," and the weakly autofluorescent area of the macula surrounds a halo of strong autofluorescence""",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-02E.jpg,Chorio-retinal degeneration and dystrophy,FFA鏅氭湡鍍忥紝涓庡浘3-2C銆丏涓哄悓涓€鎮ｈ€咃紝鍙琛€绠″紦闄勮繎鍛堟槑鏄剧殑閫忚鑽у厜,"Late FFA image, same patient as Fig. 3-2C and D, shows significant translucent fluorescence near the vascular arch",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-02F.jpg,Chorio-retinal degeneration and dystrophy,FFA鏅氭湡鍍忥紝涓庡浘3-2C銆丏涓哄悓涓€鎮ｈ€咃紝鍙琛€绠″紦闄勮繎鍛堟槑鏄剧殑閫忚鑽у厜,"Late FFA image, same patient as Fig. 3-2C and D, shows significant translucent fluorescence near the vascular arch",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-03C.jpg,Chorio-retinal degeneration and dystrophy,涓庡浘3-3A銆丅涓哄悓涓€鎮ｈ€咃紝鍙崇溂FFA 9鍒?5绉?7鍍忥紝宸︾溂FFA 10鍒?5绉?0鍍忥紝鍙瑙嗙綉鑶滆壊绱犱笂鐨ぇ閮ㄥ垎钀庣缉锛屼粎鐣欓粍鏂戝尯涓€瀛ゅ矝鍛堥€忚鑽у厜,"In the same patient as Figures 3-3A and B, the FFA of the right eye is 9 minutes, 55 seconds, and 87 images, and the FFA of the left eye is 10 minutes, 25 seconds, and 40 images, which shows that most of the retinal pigment epithelium is atrophied, leaving only a solitary island in the macular region with translucent fluorescence",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-03D.jpg,Chorio-retinal degeneration and dystrophy,涓庡浘3-3A銆丅涓哄悓涓€鎮ｈ€咃紝鍙崇溂FFA 9鍒?5绉?7鍍忥紝宸︾溂FFA 10鍒?5绉?0鍍忥紝鍙瑙嗙綉鑶滆壊绱犱笂鐨ぇ閮ㄥ垎钀庣缉锛屼粎鐣欓粍鏂戝尯涓€瀛ゅ矝鍛堥€忚鑽у厜,"In the same patient as Figures 3-3A and B, the FFA of the right eye is 9 minutes, 55 seconds, and 87 images, and the FFA of the left eye is 10 minutes, 25 seconds, and 40 images, which shows that most of the retinal pigment epithelium is atrophied, leaving only a solitary island in the macular region with translucent fluorescence",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-03E.jpg,Chorio-retinal degeneration and dystrophy,涓庡浘3-3C銆丏涓哄悓涓€鎮ｈ€咃紝鍙崇溂FFA 31鍒?1绉?鍍忥紝宸︾溂FFA 32鍒?8绉?1鍍忥紝榛勬枒鍖哄宀涘強楠ㄧ粏鑳炴牱鑹茬礌鏄惧緱鏇翠负鏄庢樉,"With Figures 3-3C and D for the same patient, the right eye FFA 31 min 01 sec 0 image and the left eye FFA 32 min 18 sec 01 image, the soliton and osteoblast-like pigmentation in the macula appeared more pronounced",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-03F.jpg,Chorio-retinal degeneration and dystrophy,涓庡浘3-3C銆丏涓哄悓涓€鎮ｈ€咃紝鍙崇溂FFA 31鍒?1绉?鍍忥紝宸︾溂FFA 32鍒?8绉?1鍍忥紝榛勬枒鍖哄宀涘強楠ㄧ粏鑳炴牱鑹茬礌鏄惧緱鏇翠负鏄庢樉,"With Figures 3-3C and D for the same patient, the right eye FFA 31 min 01 sec 0 image and the left eye FFA 32 min 18 sec 01 image, the soliton and osteoblast-like pigmentation in the macula appeared more pronounced",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-03G.jpg,Chorio-retinal degeneration and dystrophy,涓庡浘3-3E銆丗涓哄悓涓€鎮ｈ€咃紝鍙崇溂ICGA 11鍒?5绉?3鍍忥紝宸︾溂ICGA 10鍒?3绉?2鍍忥紝鍙鐪煎簳澶ч儴鍒嗗尯鍩熻剦缁滆啘娣卞眰澶ц绠¤８闇诧紝浠呴粍鏂戝尯涓€瀛ゅ矝娈嬬暀瑙嗙綉鑶滆壊绱犱笂鐨憟閫忚鑽у厜,"In the same patient as in Figures 3-3E and F, the ICGA of the right eye is 11 minutes 15 seconds and 23 images, and the ICGA of the left eye is 10 minutes 53 seconds and 32 images, which shows that most of the fundus is exposed to the deep choroidal macrovascularization, and that only a solitary island of residual retinal pigment epithelium in the macular area shows translucent fluorescence",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-03H.jpg,Chorio-retinal degeneration and dystrophy,涓庡浘3-3E銆丗涓哄悓涓€鎮ｈ€咃紝鍙崇溂ICGA 11鍒?5绉?3鍍忥紝宸︾溂ICGA 10鍒?3绉?2鍍忥紝鍙鐪煎簳澶ч儴鍒嗗尯鍩熻剦缁滆啘娣卞眰澶ц绠¤８闇诧紝浠呴粍鏂戝尯涓€瀛ゅ矝娈嬬暀瑙嗙綉鑶滆壊绱犱笂鐨憟閫忚鑽у厜,"In the same patient as in Figures 3-3E and F, the ICGA of the right eye is 11 minutes 15 seconds and 23 images, and the ICGA of the left eye is 10 minutes 53 seconds and 32 images, which shows that most of the fundus is exposed to the deep choroidal macrovascularization, and that only a solitary island of residual retinal pigment epithelium in the macular area shows translucent fluorescence",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-03I.jpg,Chorio-retinal degeneration and dystrophy,涓庡浘3-3G銆丠涓哄悓涓€鎮ｈ€咃紝鍙崇溂ICGA 31鍒?0绉?8鍍忥紝宸︾溂ICGA 31鍒?5绉?7鍍忥紝鍙鑴夌粶鑶滆绠¤崸鍏夊熀鏈暀绌烘秷閫€锛岄粍鏂戝宀涚殑閫忚鑽у厜鏇翠负鏄庢樉,"With Figure 3-3G and H for the same patient, ICGA 31 min 10 sec 78 image for the right eye and ICGA 31 min 35 sec 07 image for the left eye, the choroidal vascular fluorescence is seen to be largely left empty and fading, and the see-through fluorescence of the macular silo is more pronounced",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-03J.jpg,Chorio-retinal degeneration and dystrophy,涓庡浘3-3G銆丠涓哄悓涓€鎮ｈ€咃紝鍙崇溂ICGA 31鍒?0绉?8鍍忥紝宸︾溂ICGA 31鍒?5绉?7鍍忥紝鍙鑴夌粶鑶滆绠¤崸鍏夊熀鏈暀绌烘秷閫€锛岄粍鏂戝宀涚殑閫忚鑽у厜鏇翠负鏄庢樉,"With Figure 3-3G and H for the same patient, ICGA 31 min 10 sec 78 image for the right eye and ICGA 31 min 35 sec 07 image for the left eye, the choroidal vascular fluorescence is seen to be largely left empty and fading, and the see-through fluorescence of the macular silo is more pronounced",,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-06C.jpg,Chorio-retinal degeneration and dystrophy,鍙岀溂鏃犺丹鍏夌溂搴曞儚,Fundus image without red light in both eyes,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-06D.jpg,Chorio-retinal degeneration and dystrophy,鍙岀溂鏃犺丹鍏夌溂搴曞儚,Fundus image without red light in both eyes,,,,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-06E.jpg,Chorio-retinal degeneration and dystrophy,"鍙岀溂鐪煎簳鑽у厜琛€绠￠€犲奖銆傚彲瑙佽缃戣啘琛€绠℃樉褰辨甯革紝瑙嗙綉鑶滈潤鑴夋梺钀庣缉鍖哄憟鐜板己鐑堢殑閫忚鑽у厜锛岃壊绱犳矇绉儴浣嶆樉绀轰负鑽у厜閬尅锛屾櫄鏈熸湭瑙佽崸鍏夋笚婕?""Fluorescence angiography of the fundus of both eyes. The retinal vasculature was seen to be normal", with strong translucent fluorescence in the paravalvular atrophic areas, and the pigmented areas were shown to be obscured by fluorescence," with no fluorescence leakage seen in the late stages of the disease""",,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-06F.jpg,Chorio-retinal degeneration and dystrophy,"鍙岀溂鐪煎簳鑽у厜琛€绠￠€犲奖銆傚彲瑙佽缃戣啘琛€绠℃樉褰辨甯革紝瑙嗙綉鑶滈潤鑴夋梺钀庣缉鍖哄憟鐜板己鐑堢殑閫忚鑽у厜锛岃壊绱犳矇绉儴浣嶆樉绀轰负鑽у厜閬尅锛屾櫄鏈熸湭瑙佽崸鍏夋笚婕?""Fluorescence angiography of the fundus of both eyes. The retinal vasculature was seen to be normal", with strong translucent fluorescence in the paravalvular atrophic areas, and the pigmented areas were shown to be obscured by fluorescence," with no fluorescence leakage seen in the late stages of the disease""",,,,,,,,,,,,
39_MM_Retinal_dataset/FFA/figure03-07C.jpg,Chorio-retinal degeneration and dystrophy,"鍙崇溂FFA鏅氭湡鍍忥紝鍙榛勬枒鍖哄懆鍥撮€忚鑽у厜锛屼笌鍥?-7B涓哄悓涓€鎮ｈ€?锛?""Late FFA image of the right eye", with fluorescence seen translucent around the macular area, with the same patient as Figure 3-7B 锛?,,,,,,,,,,,,,
